speciesName,genus,speciesEpithet,family,speciesNameComments,photosyntheticPathway_confirmed,photosyntheticPathway_inferred,photosyntheticPathway_combined,source,justification,notes,d13C_perMil,d13CReplicate_perMil,ternVegetationBarcode,ternPrimaryGeneticBarcode,plantMaterialType ,ternPlot,latitude,longitude,dateSurveyed,d13CAdditionalSample_perMil,ternPlotAdditionalSample  ,ternPrimaryGeneticBarcodeAdditionalSample  ,plantMaterialTypeAdditionalSample  ,latitudeAdditionalSample  ,longitudeOfAdditionalSample  ,dateSurveyedAdditionalSample  ,facilityYear
Calotis_porphyroglossa,Calotis,porphyroglossa,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Centipeda_crateriformis,Centipeda,crateriformis,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Centipeda_racemosa,Centipeda,racemosa,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cotula_alpina,Cotula,alpina,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cotula_cotuloides,Cotula,cotuloides,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Craspedia_glauca,Craspedia,glauca,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Craspedia_variabilis,Craspedia,variabilis,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cratystylis_subspinescens,Cratystylis,subspinescens,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crepis_aculeata,Crepis,aculeata,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crepis_tungusica,Crepis,tungusica,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euchiton_traversii,Euchiton,traversii,Asteraceae,NA,U,U,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gnephosis_intonsa,Gnephosis,intonsa,Asteraceae,NA,U,U,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Millotia_muelleri,Millotia,muelleri,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Millotia_perpusilla,Millotia,perpusilla,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minuria_macrorhiza,Minuria,macrorhiza,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minuria_multiseta,Minuria,multiseta,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Olearia_algida,Olearia,algida,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Olearia_arguta,Olearia,arguta,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Olearia_axillaris,Olearia,axillaris,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Olearia_brevipedunculata,Olearia,brevipedunculata,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Olearia_ciliata,Olearia,ciliata,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Olearia_exiguifolia,Olearia,exiguifolia,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Olearia_frostii,Olearia,frostii,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Olearia_humilis,Olearia,humilis,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Olearia_magniflora,Olearia,magniflora,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Olearia_myrsinoides,Olearia,myrsinoides,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Olearia_phlogopappa,Olearia,phlogopappa,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Olearia_rosmarinifolia,Olearia,rosmarinifolia,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Olearia_subspicata,Olearia,subspicata,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Olearia_tubuliflora,Olearia,tubuliflora,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Olearia_viscidula,Olearia,viscidula,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ozothamnus_cupressoides,Ozothamnus,cupressoides,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ozothamnus_scaber,Ozothamnus,scaber,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pluchea_tetranthera,Pluchea,tetranthera,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Podolepis_jaceoides,Podolepis,jaceoides,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Podolepis_kendallii,Podolepis,kendallii,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Podolepis_lessonii,Podolepis,lessonii,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Podolepis_muelleri,Podolepis,muelleri,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Podolepis_robusta,Podolepis,robusta,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Podolepis_rosea,Podolepis,rosea,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Podotheca_angustifolia,Podotheca,angustifolia,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodanthe_anthemoides,Rhodanthe,anthemoides,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodanthe_charsleyae,Rhodanthe,charsleyae,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodanthe_chlorocephala,Rhodanthe,chlorocephala,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodanthe_humboldtiana,Rhodanthe,humboldtiana,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodanthe_laevis,Rhodanthe,laevis,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodanthe_manglesii,Rhodanthe,manglesii,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodanthe_margarethae,Rhodanthe,margarethae,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodanthe_maryonii,Rhodanthe,maryonii,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodanthe_propinqua,Rhodanthe,propinqua,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodanthe_rubella,Rhodanthe,rubella,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodanthe_spicata,Rhodanthe,spicata,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodanthe_stuartiana,Rhodanthe,stuartiana,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodanthe_troedelii,Rhodanthe,troedelii,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verbesina_encelioides,Verbesina,encelioides,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vittadinia_arida,Vittadinia,arida,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vittadinia_blackii,Vittadinia,blackii,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vittadinia_nullarborensis,Vittadinia,nullarborensis,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vittadinia_obovata,Vittadinia,obovata,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vittadinia_pterochaeta,Vittadinia,pterochaeta,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vittadinia_pustulata,Vittadinia,pustulata,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vittadinia_scabra,Vittadinia,scabra,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vittadinia_virgata,Vittadinia,virgata,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xanthium_spinosum,Xanthium,spinosum,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xerochrysum_subundulatum,Xerochrysum,subundulatum,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cassytha_aurea,Cassytha,aurea,Lauraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cassytha_flindersii,Cassytha,flindersii,Lauraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cassytha_melantha,Cassytha,melantha,Lauraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cassytha_nodiflora,Cassytha,nodiflora,Lauraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cassytha_peninsularis,Cassytha,peninsularis,Lauraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cassytha_pomiformis,Cassytha,pomiformis,Lauraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cassytha_pubescens,Cassytha,pubescens,Lauraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cassytha_racemosa,Cassytha,racemosa,Lauraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Codonocarpus_attenuatus,Codonocarpus,attenuatus,Gyrostemonaceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Codonocarpus_pyramidalis,Codonocarpus,pyramidalis,Gyrostemonaceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Conostylis_teretifolia,Conostylis,teretifolia,Haemodoraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dicrastylis_cordifolia,Dicrastylis,cordifolia,Lamiaceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
